Date Received into Department,Date Due,Date Sent,Date Extension Granted,Full Response,Full Transfer,Partial Release,Declined
8/9/2017,6/10/2017,6/10/2017,,Yes,No,No,No
8/9/2017,6/10/2017,15/9/2017,,Yes,No,No,No
8/9/2017,6/10/2017,8/9/2017,,Yes,No,No,No
6/9/2017,4/10/2017,4/10/2017,,Yes,No,No,No
8/9/2017,6/10/2017,19/9/2017,,Yes,No,No,No
8/9/2017,6/10/2017,6/10/2017,,No,No,No,Yes
10/9/2017,6/10/2017,5/10/2017,,No,No,No,No
10/9/2017,6/10/2017,13/9/2017,,Yes,No,No,No
8/9/2017,27/9/2017,27/9/2017,,Yes,No,No,No
10/9/2017,3/11/2017,13/10/2017,6/10/2017,Yes,No,No,No
8/9/2017,6/10/2017,11/9/2017,,Yes,No,No,No
10/9/2017,3/11/2017,13/10/2017,6/10/2017,Yes,No,No,No
8/9/2017,6/10/2017,22/9/2017,,No,No,No,Yes
10/9/2017,6/10/2017,15/9/2017,,Yes,No,No,No
8/9/2017,6/10/2017,12/9/2017,,No,No,No,Yes
8/9/2017,6/10/2017,4/10/2017,,Yes,No,No,No
10/9/2017,6/10/2017,15/9/2017,,Yes,No,No,No
10/9/2017,6/10/2017,22/9/2017,,Yes,No,No,No
8/9/2017,6/10/2017,6/10/2017,,No,No,No,Yes
10/9/2017,6/10/2017,27/9/2017,,Yes,No,No,No
8/9/2017,6/10/2017,6/10/2017,,No,No,No,Yes
10/9/2017,6/10/2017,15/9/2017,,Yes,No,No,No
8/9/2017,6/10/2017,29/9/2017,,No,No,No,No
8/9/2017,6/10/2017,15/9/2017,,Yes,No,No,No
8/9/2017,6/10/2017,13/9/2017,,Yes,No,No,No
8/9/2017,6/10/2017,6/10/2017,,Yes,No,No,No
11/9/2017,9/10/2017,15/9/2017,,Yes,No,No,No
8/9/2017,,14/9/2017,,Yes,No,No,No
11/9/2017,9/10/2017,15/9/2017,,No,No,No,Yes
11/9/2017,9/10/2017,15/9/2017,,Yes,No,No,No
11/9/2017,9/10/2017,27/9/2017,,Yes,No,No,No
11/9/2017,9/10/2017,11/9/2017,,Yes,No,No,No
11/9/2017,9/10/2017,15/9/2017,,No,No,No,Yes
11/9/2017,9/10/2017,22/9/2017,,Yes,No,No,No
11/9/2017,9/10/2017,6/10/2017,,Yes,No,No,No
11/9/2017,9/10/2017,14/9/2017,,Yes,No,No,No
11/9/2017,13/9/2017,13/9/2017,,Yes,No,No,No
11/9/2017,9/10/2017,15/9/2017,,No,No,No,Yes
11/9/2017,9/10/2017,14/9/2017,,Yes,No,No,No
11/9/2017,9/10/2017,15/9/2017,,Yes,No,No,No
11/9/2017,9/10/2017,5/10/2017,,No,No,No,No
11/9/2017,9/10/2017,19/9/2017,,Yes,No,No,No
11/9/2017,9/10/2017,9/10/2017,,No,No,No,No
11/9/2017,9/10/2017,15/9/2017,,Yes,No,No,No
11/9/2017,9/10/2017,11/9/2017,,Yes,No,No,No
11/9/2017,9/10/2017,27/9/2017,,Yes,No,No,No
11/9/2017,9/10/2017,9/10/2017,,No,No,No,No
11/9/2017,9/10/2017,15/9/2017,,Yes,No,No,No
11/9/2017,9/10/2017,15/9/2017,,Yes,No,No,No
11/9/2017,9/10/2017,15/9/2017,,Yes,No,No,No
11/9/2017,9/10/2017,29/9/2017,,Yes,No,No,No
11/9/2017,25/9/2017,21/9/2017,,Yes,No,No,No
11/9/2017,9/10/2017,9/10/2017,,No,No,No,No
11/9/2017,24/1/2018,6/10/2017,,No,No,Yes,No
11/9/2017,7/11/2017,7/11/2017,,No,No,Yes,No
11/9/2017,7/11/2017,9/10/2017,,No,No,Yes,No
11/9/2017,9/10/2017,9/10/2017,,No,No,No,No
11/9/2017,9/10/2017,27/9/2017,,Yes,No,No,No
11/9/2017,7/11/2017,7/11/2017,6/10/2017,No,No,Yes,No
11/9/2017,9/10/2017,15/9/2017,,Yes,No,No,No
11/9/2017,9/10/2017,15/9/2017,,Yes,No,No,No
11/9/2017,9/10/2017,18/9/2017,,No,No,No,Yes
12/9/2017,10/10/2017,12/9/2017,,Yes,No,No,No
12/9/2017,10/10/2017,21/9/2017,,Yes,No,No,No
12/9/2017,10/10/2017,10/10/2017,,No,No,No,No
12/9/2017,10/10/2017,5/10/2017,,Yes,No,No,No
12/9/2017,10/10/2017,6/10/2017,,Yes,No,No,Yes
12/9/2017,10/10/2017,12/9/2017,,Yes,No,No,No
12/9/2017,10/10/2017,21/9/2017,,Yes,No,No,No
11/9/2017,9/10/2017,9/10/2017,,Yes,No,No,No
12/9/2017,10/10/2017,26/9/2017,,Yes,No,No,No
12/9/2017,10/10/2017,15/9/2017,,Yes,No,No,No
12/9/2017,10/10/2017,19/9/2017,,Yes,No,No,No
12/9/2017,10/10/2017,19/9/2017,,Yes,No,No,No
12/9/2017,10/10/2017,15/9/2017,,Yes,No,No,No
4/9/2017,2/10/2017,25/9/2017,,No,No,Yes,No
12/9/2017,10/10/2017,10/10/2017,,No,No,Yes,No
12/9/2017,5/12/2017,9/11/2017,10/10/2017,No,No,Yes,No
12/9/2017,10/10/2017,15/9/2017,,Yes,No,No,No
13/9/2017,11/10/2017,15/9/2017,,Yes,No,No,No
12/9/2017,10/10/2017,9/10/2017,,Yes,No,No,No
12/9/2017,10/10/2017,15/9/2017,,Yes,No,No,No
12/9/2017,10/10/2017,4/10/2017,,Yes,No,No,No
13/9/2017,11/10/2017,12/10/2017,,Yes,No,No,No
12/9/2017,10/10/2017,4/10/2017,,Yes,No,No,No
13/9/2017,11/10/2017,13/9/2017,,Yes,No,No,No
13/9/2017,11/10/2017,19/9/2017,,Yes,No,No,No
13/9/2017,11/10/2017,13/9/2017,,Yes,No,No,No
13/9/2017,11/10/2017,19/9/2017,,Yes,No,No,No
13/9/2017,25/9/2017,25/9/2017,,No,No,No,No
18/8/2017,18/9/2017,19/9/2017,,Yes,No,No,No
13/9/2017,11/10/2017,15/9/2017,,Yes,No,No,No
13/9/2017,11/10/2017,15/9/2017,,No,No,No,No
13/9/2017,11/10/2017,11/10/2017,,Yes,No,No,No
13/9/2017,11/10/2017,13/9/2017,,Yes,No,No,No
13/9/2017,11/10/2017,4/10/2017,,Yes,No,No,No
13/9/2017,11/10/2017,21/9/2017,,Yes,No,No,No
13/9/2017,11/10/2017,22/9/2017,,Yes,No,No,No
13/9/2017,30/11/2017,19/12/2017,,Yes,No,No,No
13/9/2017,11/10/2017,19/9/2017,,Yes,No,No,No
13/9/2017,11/10/2017,19/9/2017,,Yes,No,No,No
13/9/2017,11/10/2017,11/10/2017,,No,No,No,Yes
13/9/2017,11/10/2017,19/9/2017,,Yes,No,No,No
13/9/2017,11/10/2017,18/10/2017,,Yes,No,No,No
13/9/2017,11/10/2017,14/9/2017,,No,No,No,Yes
13/9/2017,11/10/2017,14/9/2017,,Yes,No,No,No
13/9/2017,11/10/2017,14/9/2017,,Yes,No,No,No
13/9/2017,28/9/2017,28/9/2017,,Yes,No,No,No
13/9/2017,11/10/2017,11/10/2017,,Yes,No,No,No
13/9/2017,11/10/2017,22/9/2017,,Yes,No,No,No
13/9/2017,11/10/2017,11/10/2017,,Yes,No,No,No
14/9/2017,12/10/2017,15/9/2017,,No,No,No,No
14/9/2017,12/10/2017,16/10/2017,,Yes,No,No,No
14/9/2017,12/10/2017,2/10/2017,,Yes,No,No,No
14/9/2017,12/10/2017,22/9/2017,,Yes,No,No,No
14/9/2017,28/2/2018,15/12/2017,,No,No,Yes,No
14/9/2017,12/10/2017,22/9/2017,,Yes,No,No,No
14/9/2017,12/10/2017,2/10/2017,,Yes,No,No,No
14/9/2017,12/10/2017,20/10/2017,,Yes,No,No,No
14/9/2017,12/10/2017,28/9/2017,,Yes,No,No,No
14/9/2017,12/10/2017,11/10/2017,,No,No,No,No
14/9/2017,12/10/2017,12/10/2017,,No,No,No,No
14/9/2017,12/10/2017,12/10/2017,,Yes,No,No,No
14/9/2017,19/9/2017,19/9/2017,,Yes,No,No,No
13/9/2017,11/10/2017,11/10/2017,,No,No,No,No
14/9/2017,12/10/2017,12/10/2017,,Yes,No,No,No
14/9/2017,12/10/2017,22/9/2017,,Yes,No,No,No
14/9/2017,12/10/2017,22/9/2017,,Yes,No,No,No
14/9/2017,13/10/2017,25/9/2017,,Yes,No,No,No
13/9/2017,11/10/2017,26/9/2017,,Yes,No,No,No
14/9/2017,12/10/2017,12/10/2017,,Yes,No,No,No
14/9/2017,12/10/2017,12/10/2017,,Yes,No,No,No
14/9/2017,12/10/2017,22/11/2017,,No,No,No,No
5/9/2017,3/10/2017,2/11/2017,,Yes,No,No,No
14/9/2017,28/9/2017,26/9/2017,,Yes,No,No,No
14/9/2017,12/10/2017,15/9/2017,,Yes,No,No,No
14/9/2017,28/9/2017,22/9/2017,,Yes,No,No,No
14/9/2017,12/10/2017,20/9/2017,,Yes,No,No,No
15/9/2017,13/10/2017,22/9/2017,,Yes,No,No,No
15/9/2017,13/10/2017,22/9/2017,,Yes,No,No,No
15/9/2017,13/10/2017,22/9/2017,,Yes,No,No,No
15/9/2017,13/10/2017,22/9/2017,,Yes,No,No,No
15/9/2017,13/10/2017,22/9/2017,,Yes,No,No,No
14/9/2017,12/10/2017,22/9/2017,,Yes,No,No,No
15/9/2017,13/10/2017,25/9/2017,,Yes,No,No,No
15/9/2017,13/10/2017,18/9/2017,,Yes,No,No,No
14/9/2017,13/10/2017,15/9/2017,,Yes,No,No,No
15/9/2017,13/10/2017,15/9/2017,,Yes,No,No,No
15/9/2017,13/10/2017,25/9/2017,,Yes,No,No,No
14/9/2017,12/10/2017,22/9/2017,,No,No,No,No
15/9/2017,13/10/2017,12/10/2017,,Yes,No,No,No
15/9/2017,13/10/2017,6/10/2017,,Yes,No,No,No
14/9/2017,12/10/2017,13/10/2017,,Yes,No,No,No
14/9/2017,12/10/2017,25/9/2017,,Yes,No,No,No
15/9/2017,13/10/2017,24/10/2017,,No,No,No,No
,20/9/2017,20/9/2017,,No,No,No,No
13/9/2017,16/10/2017,19/9/2017,,No,No,No,No
15/9/2017,13/11/2017,6/12/2017,13/10/2017,No,No,Yes,No
18/9/2017,16/10/2017,12/10/2017,,Yes,No,No,No
18/9/2017,16/10/2017,16/10/2017,,Yes,No,No,No
18/9/2017,16/10/2017,16/10/2017,,No,No,Yes,No
18/9/2017,16/10/2017,13/10/2017,,No,No,Yes,No
15/9/2017,13/10/2017,22/9/2017,,Yes,No,No,No
15/9/2017,13/10/2017,4/10/2017,,Yes,No,No,No
18/9/2017,16/10/2017,25/9/2017,,Yes,No,No,No
15/9/2017,13/10/2017,22/9/2017,,Yes,No,No,No
15/9/2017,13/10/2017,22/9/2017,,Yes,No,No,No
18/9/2017,13/11/2017,20/11/2017,,No,No,Yes,No
15/9/2017,13/10/2017,6/10/2017,,Yes,No,No,No
15/9/2017,13/10/2017,6/10/2017,,Yes,No,No,No
18/9/2017,16/10/2017,25/9/2017,,No,No,No,Yes
18/9/2017,16/10/2017,11/10/2017,,No,No,No,No
15/9/2017,13/10/2017,5/10/2017,,No,No,No,No
18/9/2017,16/10/2017,25/9/2017,,Yes,No,No,No
15/9/2017,13/10/2017,13/10/2017,,Yes,No,No,No
15/9/2017,13/10/2017,13/10/2017,,No,No,Yes,No
18/9/2017,16/10/2017,26/9/2017,,Yes,No,No,No
18/9/2017,16/10/2017,2/10/2017,,Yes,No,No,No
14/9/2017,12/10/2017,4/10/2017,,No,No,No,No
31/8/2017,16/10/2017,26/9/2017,,Yes,No,No,No
18/9/2017,16/10/2017,3/10/2017,,Yes,No,No,No
18/9/2017,16/10/2017,25/9/2017,,Yes,No,No,No
18/9/2017,16/10/2017,26/9/2017,,No,No,No,No
18/9/2017,16/10/2017,18/9/2017,,Yes,No,No,No
18/9/2017,16/10/2017,28/9/2017,,No,No,Yes,No
18/9/2017,16/10/2017,12/10/2017,,Yes,No,No,No
18/9/2017,16/10/2017,29/9/2017,,No,No,Yes,No
18/9/2017,16/10/2017,6/10/2017,,No,No,No,No
18/9/2017,16/10/2017,25/9/2017,,Yes,No,No,No
18/9/2017,16/10/2017,6/10/2017,,Yes,No,No,No
18/9/2017,16/10/2017,26/9/2017,,No,No,No,No
18/9/2017,16/10/2017,27/9/2017,,Yes,No,No,No
18/9/2017,16/10/2017,16/10/2017,,No,No,No,Yes
18/9/2017,16/10/2017,16/10/2017,,Yes,No,No,No
18/9/2017,26/9/2017,26/9/2017,,Yes,No,No,No
19/9/2017,17/10/2017,17/10/2017,,Yes,No,No,No
18/9/2017,16/10/2017,27/9/2017,,Yes,No,No,No
19/9/2017,17/10/2017,19/9/2017,,Yes,No,No,No
18/9/2017,16/10/2017,21/9/2017,,Yes,No,No,No
18/9/2017,16/10/2017,25/9/2017,,Yes,No,No,No
18/9/2017,16/10/2017,27/9/2017,,Yes,No,No,No
18/9/2017,16/10/2017,16/10/2017,,No,No,Yes,No
19/9/2017,17/10/2017,17/10/2017,,No,No,No,No
19/9/2017,17/10/2017,11/10/2017,,No,No,No,Yes
19/9/2017,14/11/2017,14/11/2017,14/11/2017,No,No,Yes,No
19/9/2017,17/10/2017,6/10/2017,,Yes,No,No,No
19/9/2017,2/11/2017,25/10/2017,,Yes,No,Yes,No
18/9/2017,16/10/2017,4/10/2017,,Yes,No,No,No
18/9/2017,16/10/2017,4/10/2017,,Yes,No,No,No
19/9/2017,17/10/2017,25/9/2017,,Yes,No,No,No
19/9/2017,17/10/2017,17/10/2017,,Yes,No,No,No
19/9/2017,17/10/2017,25/9/2017,,Yes,No,No,No
19/9/2017,16/10/2017,16/10/2017,,Yes,No,No,No
19/9/2017,17/10/2017,25/9/2017,,Yes,No,No,No
19/9/2017,17/10/2017,3/10/2017,,No,No,Yes,No
20/9/2017,18/10/2017,11/10/2017,,Yes,No,No,No
20/9/2017,18/10/2017,12/10/2017,,Yes,No,No,No
20/9/2017,18/10/2017,22/9/2017,,Yes,No,No,No
20/9/2017,18/10/2017,27/9/2017,,Yes,No,No,No
20/9/2017,18/10/2017,26/9/2017,,No,No,No,No
20/9/2017,11/10/2017,4/10/2017,,Yes,No,No,No
20/9/2017,18/10/2017,20/9/2017,,No,No,No,No
20/9/2017,18/10/2017,25/9/2017,,Yes,No,No,No
20/9/2017,18/10/2017,25/9/2017,,Yes,No,No,No
20/9/2017,18/10/2017,28/9/2017,,Yes,No,No,No
20/9/2017,18/10/2017,2/10/2017,,Yes,No,No,No
20/9/2017,18/10/2017,29/9/2017,,Yes,No,No,No
20/9/2017,18/10/2017,27/9/2017,,Yes,No,No,No
20/9/2017,18/10/2017,28/9/2017,,Yes,No,No,No
20/9/2017,18/10/2017,20/9/2017,,Yes,No,No,No
20/9/2017,18/10/2017,27/9/2017,,Yes,No,No,No
20/9/2017,18/10/2017,12/10/2017,,Yes,No,No,No
20/9/2017,18/10/2017,4/10/2017,,Yes,No,No,No
20/9/2017,18/10/2017,16/10/2017,,Yes,No,No,No
20/9/2017,18/10/2017,16/10/2017,,No,No,No,No
20/9/2017,18/10/2017,18/10/2017,,No,No,No,No
20/9/2017,18/10/2017,27/9/2017,,Yes,No,No,No
20/9/2017,18/10/2017,26/9/2017,,Yes,No,No,No
20/9/2017,18/10/2017,18/10/2017,,No,No,Yes,No
20/9/2017,18/10/2017,18/10/2017,,Yes,No,No,No
20/9/2017,18/10/2017,27/9/2017,,Yes,No,No,No
20/9/2017,18/10/2017,16/10/2017,,Yes,No,No,No
20/9/2017,18/10/2017,18/10/2017,,Yes,No,No,No
21/9/2017,19/10/2017,26/9/2017,,No,No,No,Yes
21/9/2017,19/10/2017,11/10/2017,,Yes,No,No,No
21/9/2017,19/10/2017,4/10/2017,,No,No,No,No
21/9/2017,19/10/2017,4/10/2017,,No,No,No,No
19/9/2017,17/10/2017,6/10/2017,,Yes,No,No,No
20/9/2017,18/10/2017,17/10/2017,,Yes,No,No,No
21/9/2017,19/10/2017,27/9/2017,,Yes,No,No,No
21/9/2017,19/10/2017,27/9/2017,,Yes,No,No,No
21/9/2017,19/10/2017,19/10/2017,,No,No,No,No
20/9/2017,27/9/2017,27/9/2017,,Yes,No,No,No
21/9/2017,19/10/2017,27/9/2017,,Yes,No,No,No
21/9/2017,19/10/2017,22/9/2017,,Yes,No,No,No
21/9/2017,19/10/2017,21/9/2017,,Yes,No,No,No
21/9/2017,19/10/2017,27/9/2017,,Yes,No,No,No
20/9/2017,16/11/2017,18/12/2017,,No,No,Yes,No
21/9/2017,19/10/2017,29/9/2017,,No,No,No,Yes
21/9/2017,19/10/2017,29/9/2017,,No,No,No,Yes
21/9/2017,3/11/2017,25/10/2017,,No,No,No,No
21/9/2017,17/11/2017,18/12/2017,,No,No,Yes,No
21/9/2017,19/10/2017,12/10/2017,,Yes,No,No,No
21/9/2017,19/10/2017,16/10/2017,,No,No,Yes,No
21/9/2017,19/10/2017,21/9/2017,,Yes,No,No,No
21/9/2017,19/11/2017,24/10/2017,,No,No,No,No
21/9/2017,19/10/2017,19/10/2017,,Yes,No,No,No
21/9/2017,19/10/2017,26/9/2017,,No,No,No,No
21/9/2017,19/10/2017,19/10/2017,,Yes,No,No,No
21/9/2017,19/10/2017,19/10/2017,,Yes,No,No,No
21/9/2017,19/10/2017,22/9/2017,,Yes,No,No,No
21/9/2017,13/10/2017,13/10/2017,,No,No,Yes,No
22/9/2017,20/10/2017,25/10/2017,,No,No,Yes,No
21/9/2017,19/10/2017,29/9/2017,,Yes,No,No,No
21/9/2017,19/10/2017,26/9/2017,,Yes,No,No,No
21/9/2017,17/11/2017,21/11/2017,18/10/2017,Yes,No,No,No
22/9/2017,20/10/2017,20/10/2017,,No,No,No,No
22/9/2017,20/10/2017,18/10/2017,,Yes,No,No,No
21/9/2017,19/10/2017,26/9/2017,,Yes,No,No,No
21/9/2017,20/10/2017,22/9/2017,,Yes,No,No,No
21/9/2017,19/10/2017,10/10/2017,,Yes,No,No,No
22/9/2017,20/10/2017,22/9/2017,,Yes,No,No,No
22/9/2017,20/10/2017,17/10/2017,,Yes,No,No,No
22/9/2017,20/10/2017,17/10/2017,,Yes,No,No,No
22/9/2017,20/10/2017,20/10/2017,,Yes,No,No,No
22/9/2017,20/10/2017,20/10/2017,,No,No,No,Yes
22/9/2017,20/10/2017,22/9/2017,,Yes,No,No,No
22/9/2017,20/10/2017,27/9/2017,,Yes,No,No,No
22/9/2017,20/10/2017,20/10/2017,,No,No,No,Yes
22/9/2017,20/10/2017,22/9/2017,,Yes,No,No,No
22/9/2017,20/10/2017,20/10/2017,,Yes,No,No,No
22/9/2017,20/10/2017,18/10/2017,,No,No,No,Yes
22/9/2017,20/10/2017,20/10/2017,,No,No,No,Yes
22/9/2017,20/10/2017,19/10/2017,,Yes,No,No,No
22/9/2017,20/10/2017,28/9/2017,,Yes,No,No,No
22/9/2017,20/10/2017,22/9/2017,,Yes,No,No,No
22/9/2017,20/11/2017,20/11/2017,20/10/2017,No,No,Yes,No
22/9/2017,20/10/2017,17/10/2017,,Yes,No,No,No
22/9/2017,20/10/2017,27/9/2017,,Yes,No,No,No
22/9/2017,20/10/2017,29/9/2017,,Yes,No,No,No
22/9/2017,20/10/2017,22/9/2017,,Yes,No,No,No
22/9/2017,20/10/2017,20/10/2017,,Yes,No,No,No
22/9/2017,20/10/2017,19/10/2017,,Yes,No,No,No
22/9/2017,20/10/2017,4/10/2017,,Yes,No,No,No
22/9/2017,20/10/2017,13/10/2017,,Yes,No,No,No
22/9/2017,20/10/2017,25/9/2017,,Yes,No,No,No
22/9/2017,20/10/2017,25/9/2017,,Yes,No,No,No
22/9/2017,20/10/2017,20/10/2017,,Yes,No,No,No
22/9/2017,20/10/2017,12/10/2017,,No,No,No,Yes
22/9/2017,20/10/2017,5/10/2017,,Yes,No,No,No
25/9/2017,24/10/2017,24/10/2017,,Yes,No,No,No
22/9/2017,20/10/2017,27/9/2017,,Yes,No,No,No
22/9/2017,20/10/2017,17/10/2017,,Yes,No,No,No
22/9/2017,20/10/2017,25/9/2017,,Yes,No,No,No
25/9/2017,24/10/2017,24/10/2017,,No,No,No,No
25/9/2017,24/10/2017,24/10/2017,,Yes,No,No,No
25/9/2017,24/10/2017,19/10/2017,,Yes,No,No,No
25/9/2017,24/10/2017,19/10/2017,,No,No,No,No
25/9/2017,24/10/2017,25/9/2017,,Yes,No,No,No
25/9/2017,24/10/2017,27/9/2017,,Yes,No,No,No
25/9/2017,24/10/2017,25/9/2017,,Yes,No,No,No
25/9/2017,24/10/2017,27/9/2017,,Yes,No,No,No
25/9/2017,24/10/2017,29/9/2017,,Yes,No,No,No
22/9/2017,20/10/2017,30/10/2017,,Yes,No,No,No
25/9/2017,19/12/2017,13/12/2017,21/11/2017,No,No,Yes,No
25/9/2017,24/10/2017,25/10/2017,,No,No,No,No
25/9/2017,31/10/2017,31/10/2017,,Yes,No,No,No
25/9/2017,21/11/2017,21/11/2017,24/10/2017,No,No,Yes,No
25/9/2017,24/10/2017,10/10/2017,,No,No,No,No
25/9/2017,24/10/2017,25/9/2017,,Yes,No,No,No
25/9/2017,24/10/2017,27/9/2017,,Yes,No,No,No
25/9/2017,24/10/2017,2/10/2017,,Yes,No,No,No
25/9/2017,24/10/2017,4/10/2017,,No,No,No,Yes
25/9/2017,24/10/2017,27/9/2017,,Yes,No,No,No
25/9/2017,24/10/2017,24/10/2017,,Yes,No,No,No
25/9/2017,2/10/2017,2/10/2017,,No,No,No,No
25/9/2017,27/10/2017,25/10/2017,,No,No,Yes,No
25/9/2017,24/10/2017,19/10/2017,,Yes,No,No,No
25/9/2017,24/10/2017,29/9/2017,,Yes,No,No,No
25/9/2017,24/10/2017,24/10/2017,,No,No,Yes,No
25/9/2017,24/10/2017,24/10/2017,,No,No,No,No
25/9/2017,24/10/2017,26/9/2017,,No,No,No,No
22/9/2017,20/10/2017,18/10/2017,,No,No,Yes,No
25/9/2017,24/10/2017,29/9/2017,,Yes,No,No,No
26/9/2017,25/10/2017,19/10/2017,,Yes,No,No,No
26/9/2017,25/10/2017,26/9/2017,,Yes,No,No,No
26/9/2017,25/10/2017,26/9/2017,,Yes,No,No,No
25/9/2017,25/10/2017,29/9/2017,,Yes,No,No,No
25/9/2017,24/10/2017,5/10/2017,,Yes,No,No,No
25/9/2017,24/10/2017,11/10/2017,,No,No,Yes,No
26/9/2017,25/10/2017,29/9/2017,,Yes,No,No,No
26/9/2017,25/10/2017,27/9/2017,,No,No,No,No
26/9/2017,25/10/2017,10/10/2017,,Yes,No,No,No
26/9/2017,25/10/2017,29/9/2017,,No,No,No,Yes
26/9/2017,25/10/2017,3/10/2017,,Yes,No,No,No
26/9/2017,25/10/2017,13/10/2017,,Yes,No,No,No
26/9/2017,25/10/2017,27/9/2017,,Yes,No,No,No
26/9/2017,25/10/2017,29/9/2017,,No,No,No,Yes
26/9/2017,25/10/2017,24/10/2017,,No,No,No,Yes
26/9/2017,25/10/2017,24/10/2017,,No,No,No,No
26/9/2017,25/10/2017,24/10/2017,,Yes,No,No,No
26/9/2017,22/11/2017,6/12/2017,24/10/2017,Yes,No,No,No
26/9/2017,25/10/2017,6/10/2017,,No,No,No,No
27/9/2017,26/10/2017,27/9/2017,,Yes,No,No,No
26/9/2017,25/10/2017,27/10/2017,,Yes,No,No,No
26/9/2017,25/10/2017,9/10/2017,,Yes,No,No,No
26/9/2017,22/11/2017,21/11/2017,25/10/2011,No,No,Yes,No
26/9/2017,25/10/2017,25/10/2017,,No,No,No,Yes
26/9/2017,25/10/2017,27/9/2017,,Yes,No,No,No
26/9/2017,25/10/2017,29/9/2017,,Yes,No,No,No
29/9/2017,30/10/2017,4/10/2017,,Yes,No,No,No
26/9/2017,25/10/2017,27/9/2017,,Yes,No,No,No
26/9/2017,25/10/2017,24/10/2017,,Yes,No,No,No
27/9/2017,26/10/2017,25/10/2017,,Yes,No,No,No
26/9/2017,25/10/2017,24/10/2017,,Yes,No,No,No
26/9/2017,25/10/2017,25/10/2017,,No,No,No,Yes
26/9/2017,25/10/2017,29/9/2017,,Yes,No,No,No
27/9/2017,26/10/2017,12/10/2017,,Yes,No,No,No
27/9/2017,26/10/2017,25/10/2017,,Yes,No,No,No
27/9/2017,26/10/2017,29/9/2017,,Yes,No,No,No
27/9/2017,26/10/2017,20/10/2017,,No,No,No,Yes
27/9/2017,26/10/2017,27/9/2017,,Yes,No,No,No
27/9/2017,26/10/2017,29/9/2017,,Yes,No,No,No
27/9/2017,26/10/2017,4/10/2017,,Yes,No,No,No
27/9/2017,26/10/2017,4/10/2017,,Yes,No,No,No
27/9/2017,26/10/2017,25/10/2017,,Yes,No,No,No
27/9/2017,26/10/2017,4/10/2017,,Yes,No,No,No
27/9/2017,26/10/2017,3/10/2017,,Yes,No,No,No
27/9/2017,26/10/2017,25/10/2017,,No,No,Yes,No
27/9/2017,26/10/2017,18/10/2017,,Yes,No,No,No
27/9/2017,7/11/2017,9/10/2017,,No,No,Yes,No
27/9/2017,7/11/2017,9/10/2017,,No,No,Yes,No
27/9/2017,26/10/2017,24/10/2017,,Yes,No,No,No
26/9/2017,25/10/2017,25/10/2017,,No,No,No,No
27/9/2017,26/10/2017,24/10/2017,,No,No,No,No
27/9/2017,26/10/2017,29/9/2017,,Yes,No,No,No
27/9/2017,26/10/2017,16/10/2017,,No,No,No,Yes
27/9/2017,26/10/2017,5/10/2017,,Yes,No,No,No
27/9/2017,26/10/2017,4/10/2017,,Yes,No,No,No
27/9/2017,26/10/2017,12/10/2017,,Yes,No,No,No
27/9/2017,26/10/2017,25/10/2017,,Yes,No,No,No
27/9/2017,26/10/2017,29/9/2017,,Yes,No,No,No
27/9/2017,23/11/2017,9/11/2017,,Yes,No,No,No
27/9/2017,26/10/2017,2/10/2017,,Yes,No,No,No
28/9/2017,30/10/2017,25/10/2017,,No,No,Yes,No
28/9/2017,27/10/2017,28/9/2017,,Yes,No,No,No
28/9/2017,27/10/2017,27/10/2017,,Yes,No,No,No
28/9/2017,27/10/2017,4/10/2017,,Yes,No,No,No
28/9/2017,27/10/2017,20/10/2017,,Yes,No,No,No
28/9/2017,27/10/2017,25/10/2017,,Yes,No,No,No
28/9/2017,27/10/2017,4/10/2017,,Yes,No,No,No
28/9/2017,27/10/2017,25/10/2017,,Yes,No,No,No
28/9/2017,27/10/2017,20/10/2017,,No,No,No,No
28/9/2017,27/10/2017,24/10/2017,,No,No,No,No
28/9/2017,27/10/2017,28/9/2017,,Yes,No,No,No
28/9/2017,27/10/2017,27/10/2017,,No,No,No,No
,2/10/2017,2/10/2017,,No,No,No,No
28/9/2017,27/10/2017,12/10/2017,,No,No,No,No
28/9/2017,27/10/2017,29/9/2017,,Yes,No,No,No
28/9/2017,27/10/2017,25/10/2017,,No,No,No,Yes
28/9/2017,27/10/2017,13/10/2017,,Yes,No,No,No
28/9/2017,27/10/2017,24/10/2017,,No,No,No,No
28/9/2017,27/10/2017,5/10/2017,,No,No,No,Yes
28/9/2017,27/10/2017,26/10/2017,,Yes,No,No,No
28/9/2017,27/10/2017,6/10/2017,,Yes,No,No,No
28/9/2017,27/10/2017,4/10/2017,,Yes,No,No,No
28/9/2017,27/10/2017,20/10/2017,,Yes,No,No,No
28/9/2017,27/10/2017,27/10/2017,,Yes,No,No,No
28/9/2017,27/10/2017,24/10/2017,,Yes,No,No,No
29/9/2017,30/10/2017,25/10/2017,,No,No,No,No
28/9/2017,27/10/2017,4/10/2017,,Yes,No,No,No
28/9/2017,27/10/2017,4/10/2017,,Yes,No,No,No
28/9/2017,27/10/2017,27/10/2017,,Yes,No,No,No
28/9/2017,27/10/2017,26/10/2017,,No,No,No,Yes
29/9/2017,30/10/2017,29/9/2017,,Yes,No,No,No
26/9/2017,22/11/2017,30/10/2017,25/10/2017,Yes,No,No,No
29/9/2017,30/10/2017,4/10/2017,,No,No,Yes,No
